CODIGO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
17020020,9.9,1.2,0,0,0,7.1,0,0,7.2,7.5,27.1,,8.9,5.1,2.7,0.1,41.1,2.8,0,27.4,0.2,0.2,0,4.7,27.1,12.2,0.5,5.5,21.1,17.7,37.7
1704500201,8,0.5,0,0,0,2,0,0,23,3.9,60,15,14.3,6,16,0.2,44.2,5,0,20,0,0,0,5.5,13.7,11,0.9,9.2,23.5,7.5,33
23190140,9.2,3,3,0,0,0,1.5,20.3,7,3,0,0,9,50,1.5,11,0,0.8,0,0,3,13.5,0.5,0,0,0,3.5,0,0,16,0
24025040,9.3,0.4,0,37,0.3,11,46,30,1.8,0,0,0,0,0,23.5,24.4,26.2,2.3,11.5,0,11.5,0,5.3,0,0,0,8,0,,,
23100050,6.5,31,0,7,0,0,44.2,2,5.8,0,0,9,0,27.8,0,0,0,14.5,23.7,2.3,5.6,0,12,0,25.1,0,10,21,0,35.1,0
23190350,0,10.5,0,11.6,0,0.2,2.3,3.1,0,0.4,0,0,1.2,7.4,12.3,0,0,0,0,0,21.2,2.3,0,0,0,0,0,0,0,,0
23145020,2.2,8.2,0,27.5,0,0,13.4,4.2,0,3,0,6,4,34.8,4,2,12.5,6.7,10.2,25.4,2,3,15.2,0,0,,14.5,0,0,18.4,0
16055060,1.5,0,0,5.6,0.6,0.2,8.5,19.6,6.5,0,0,0,0,0,0,24.1,0,0,1.4,0,15.7,0,0,0,6.2,0,0,0,0,7.3,0
24010230,0.1,2.1,0,34.7,0,0,5.1,3.6,1.9,0,1,1.6,1.1,0.1,6.2,8,0.5,0.6,30.4,5,10.6,0,0,0,0,0,0,0,0.1,1.6,0
24010640,18.6,19.8,0,22.6,2.9,0,23.5,0.2,14.6,0,0,0.6,0,0,15.8,5.9,0,19.2,12.8,0.2,5.3,0.5,1.5,1.4,1.5,0,28.5,0,0,24.9,6.8
24040050,0,0,0,15,11,0,9,3,4,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16055010,0.8,0,0,20,0.2,2,7.4,7.8,6.8,1.8,0,0.3,1.5,1.6,0,16.1,0.4,0,0.4,3.2,9.2,0.4,3.2,0,1.8,0,0,0,0,14,0.3
16055040,13.8,0,3,4,0,0,10.8,42,12.3,0.7,0,0,1.5,4,0,11.7,0,0,9,2.2,7,0,1,0,1.9,,0,0,0,13.3,0.6
23190700,0,0,0,8.3,0,0,18.2,0,0,0,0,0,0,0,0,0,,18.5,0,0,3.2,0,1.6,0,0,0,0,,0,10.8,0
23125120,46,0.9,0,2.9,20.2,0,8.4,2.7,4,12.4,0,0,0,0,0,3.4,2.8,26.4,16.3,42.2,23.6,1.2,19.4,0,0.3,0,4.5,0,0,38.6,0.5
24030210,0,0,0,29.6,0,10.5,53,2.3,3.2,0,0.5,0,4.2,0,0,1,0,0,0,0,0,0.2,0,0,0,0,1.2,0,0,0,0
16015020,0.6,8.4,0,0,1.3,9.5,20.7,0,5.7,1.3,0,0,2,0,0,0,0,0,,8.5,2.2,0,0,0,0,,3.5,,0,0,0
24025020,0,0,0,26.3,0,0,2.6,16.8,2,0,0,0,0,0.7,3.8,4.3,0,0,14.2,0,0,0,0,0,0,0,0.8,0,0,0.5,0
23180070,98.2,0,0,58.1,0,0,1.6,17.4,14,0.1,0,0,14.7,2.8,0,0,0,7.9,0,32.5,47.2,13.9,5,0,0,2.3,0.4,0,0,25.9,0
16010010,0,0,0,9,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
24020130,0,0,0,39,0,0,0,16.5,0,0,0,0,0,0,8,5.7,0,0,3,0,0,0,0,0,0,0,15,0,0,3,0
37020030,0,0,0,0,0,0,0,6,85,28,0,0,79,26,6,0,0,0,0,0,7,46,12,0,0,52,58,2,11,0,0
37035010,0,0,0,0,0,35.8,67,10,14,0,0.8,0,33.6,41.1,3.5,0,0,0,0,0,19.8,4.4,0,0,0,13.2,94.2,0.5,25,0.3,0
23180020,0,0,0,18,0,12,0,14,9,0,0,0,0,45,0,0,0,58,0,85,55,44,25,0,30,12,35,0,0,10,0
16025040,24,0,0,34.4,0,0,14.2,101,0,0,0,0,0,0,0,0,0,4.2,42.5,4.2,0,0,0,0,0,0,0,0,0,8.5,0
23190600,0,12,0,10,0,0,0,0,0,0,0,0,0,10,0,28,0,0,0,0,0,45,10,0,,0,,0,,12,0
16035030,0,0,0,12.8,0,16.5,42.2,0.4,14.2,2.3,8.7,0,0,0,0,6.5,0,0.6,0,17.9,3.2,0,0,0,16.7,0,0,0,0,0,6
16020010,0,0,0,20,0,5,5,0,8,0,0,0,4,0,0,19,0,0,,0,13,0,0,0,0,0,0,0,0,0,
16025030,0,0,26.6,4.8,10,1.4,42.6,0,6.7,0.5,0,0,0.4,0,1,22.8,0,0,2.7,13.8,45.1,0.5,0,0,2.5,0,0,0,0,0,0
16025010,0,,1,,0,0,1.2,0,8.5,0.9,0,0,2,2.1,0,6.4,0,0,0,2.9,1.1,0,0,0,0,0,0,0,0,0,0
16055100,0,0,0,0,0,10,,14,10,0,0,0.5,,,0,32.6,4.5,0.5,2.2,0.9,,0.5,10,3,,,0,0,,,
24010650,32.4,49.4,0,13.6,4.2,0,9.9,0.8,25.3,1.7,0,2,2.8,5.8,34,29.8,0,0.2,34,12.8,33,17.3,39.4,0,5.3,0,23.6,0,4.3,39.6,1.2
24010660,0,5,0,25,0,0,10,25,0,0,0,9,1,0,12,5,0,7,34,3,3,0,3,0,0,0,1,0,0,3,0
16020080,0,0,0,4,0,12,6.7,2.7,23.1,0,0,0,1.4,0,0.2,25.3,0,6.6,9.5,19.7,13.4,17,0,0,0,0,8,0,0,0,0
16030080,0,0.5,0.4,6.4,0,15,15.9,1.4,15,2.2,0,0,1,0,0,10,0,0,11.5,5.2,5.1,0,0,0,7.8,0,0,0,0,0,0.7
23190110,25,0,26.8,0,0,0,1.3,4.8,37.2,0,0,0,6.5,0,0,0,0,1.7,0,12,10.6,4.4,0,2,0,41.8,0,0,0,96.7,0
24020120,0,8.7,1.3,11.3,0,6.2,37.8,11.3,4.2,0,5.1,39.4,2.1,2.9,19.1,2.9,5.9,6.3,46.7,13.2,7.2,42.4,14.4,0,7.4,0,0,0,2.4,5.1,20.1
37010020,0,0,0,0,0,1.6,4.5,0,4.2,14.3,0,0,15.6,3.7,1.4,0,0,0,0,0,0,0,1.2,0,1.6,2.3,13.4,0,1.5,0,0
23190500,1,0,4,7,0,0,4,18,45,0,0,0,12,0,0,0,0,4,9,4,19,0,2,0,0,25,0,0,6,78,0
16050290,25.7,0,0,6.7,0.2,0,54.6,13.9,24.2,5.3,12.8,3.1,0,0,16.5,7,0,2.1,5.2,65,2.8,3.5,1.4,0,17.8,0,2.1,1,0,0.5,0
23215050,12.2,0,0,37.8,0,0,44.4,2.3,2.8,17.3,2.1,0.2,64.9,0.5,5.8,0,0,2.6,49.7,18.7,21.4,0,1.9,0,0,0,0,0,9.7,39.5,0
16015100,6,0,0,3,4,2,3,0,22,10,0,0,13,2,0,0,2,3,9,0,4,0,4,0,2,4,8,4,5,0,1
24030950,0,1,0,25.5,0,3,10.8,2.5,2.6,3.2,0,0,0,0,2.8,21,0,0,2.2,16.2,8.3,0,3.2,0,0,0,3.1,0,0,1.1,0
23205030,0,0,0,2.4,0,0,18.2,43.5,0.5,0,0.8,3.8,2.6,5.5,0,0,0,5.9,15.8,0,0,0,28.8,0,0,0,34.2,0,0,24.8,0
24010750,9.2,23.9,1.3,3.8,0.4,0,26.7,0,2.4,0,0,0,0,0,1.3,0.2,13,23.8,10.8,0,15.8,3.5,0.9,0,3.4,0,14.3,0,5.5,36.8,5.4
24015250,58,3,0,12,2,0,5,9,30,0,0,0.8,0,0,75.3,63,0,1,10.3,4,54,7,48.5,0,1,0,0,0,0,52,1
23125060,1.2,99.1,11.1,,,0,0,0,6.5,0,0,3,0,0,21,1.1,0,54,19.3,32,0,3.9,0,0,56.2,0,3.9,0,0,32.1,40.5
23125040,,81,0,10,0,0,22,7,3,0,0,0,0,0,0,13,0,81,62,10,51,0,57,0,0,0,11,,0,71,0
23155040,,0,,14.2,0,0,64.6,0.6,86.5,0,0,0,0,6.6,0,0,0,,,49.5,36.6,0,0,0,0,0,0,0,0,19.3,0
24025050,11,,0,13.7,1,17,19,25,2.5,0,37,0.2,0,1.2,4.7,17.8,2.5,4,15.5,5.5,10.8,15,50.2,0,1.8,0,0,0,0.1,3,4.8
24015260,14.6,25.2,0,14.5,0,0,6.9,20.8,2.3,0,0,22.3,5.2,0.6,16.3,18.8,0,3.6,70,14,0,0,48,0,0,0,0,0,0,32,0
23130010,60.4,0,0,7.2,0,0,41.8,0.2,60.6,7.3,0,6.5,0,8.1,0,0,0,27.2,1.8,14.6,51.3,11.6,31.2,0,0,0,0,18.7,0,38.7,0
23210020,0,13,0,47,0,0,,23,16,34,0,0,0,23,0,12,0,0,0,23,13,0,0,0,0,0,9,0,0,32,
24020040,0.2,44.9,0,28.6,1.8,21.4,48.3,7.2,0.3,0,0,2.5,0,0,2.3,48.5,18.4,39.2,25.7,11.4,10.8,32.5,3.2,0,0.3,0,0,0,6.4,28.3,37.2
24010820,0,23.7,0,10.7,7.5,0,54.7,0,6.1,0.6,0,0,0,0,14.6,9.9,0.5,4,27.6,0,28.2,8,0,0,0,0,5.5,0,0,15.2,0
37010010,1,1,0,0,1,2,8,1,31,4,0,7,13,20,2,0,0,0,0,2,6,4,2,1,4,29,23,5,0,0,0
37020020,0,3.5,0,0,2.5,0,0,0,41.7,10.9,0,16,16.5,13,2.2,0,0,0,0,0,5.5,0,2.5,6,3.8,12.2,33.5,0,1,0,0
24055040,1.4,1.5,0,41.2,0,0,16.3,19.5,0,0,0,3.2,3.1,7,12.3,1.5,0,17.5,8.5,0,4.5,6.5,1.5,0,0,0,1.5,0,0,1.2,0
23195090,0,,0,3.5,0,0,8.5,8,1,1,0,0,4,0.5,6,,14,2.6,1.5,0,3,6.5,0,0,0,0,0,0,0,22,0
24011070,,40,0,8,0,0,4,13,19,0,0,0,2,0,50,37,0,1,10,12,24,38,51,0,0,0,0,0,0,11,2
16035010,0,12,0,2,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,44,0,8,0
23200010,0,5,0,3,0,0,25,5,15,3,0,7,0,13,0,0,0,15,25,0,0,0,0,0,0,0,6,0,0,0,
24010760,6,15,0,3,7,0,23,0,0,0,0,0,0,0,23,2.3,2.5,1.5,7,0,1.6,9.5,7.6,0,0,0,10,0,0,75.5,2
24010670,25,34.5,10,40.5,40,0,22,0,28.5,5.5,2,0,0,0,43,34,0,12,12,0,0,0,5,0,24,0,3.5,0,0,12,24
16030090,0,16,0,3,0,0,23,0,12,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,2,0,0,0,0,0,0
24020080,0,0,0,21.5,0,0,32.3,15.4,20.2,0,0,0,0,0,0,13.4,9.1,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0
23205020,0,,0,10.2,0,0,0,11,39.7,1.2,0,1,0,21,0,0,0,0,0,58,21.6,6.8,31.4,0,55.6,,2,0,0,22.3,0
23160010,10,0,0,8,8,0,38,0,27,25,0,0,0,40,0,0,0,8,10,40,30,0,0,10,0,0,0,0,0,8,0
24055030,0,13.5,0,23.5,0,7.5,2,24,0.6,0,0,0,2,1,5.8,0.2,0,4,0,1.3,0.5,4.6,10,0,0,0,1,0,0,5.5,0
25020970,7,0,0,96.7,0,0,2,0,7,13,0,0,0,15.9,0,3.5,0,16,16,2.6,5.9,0,5.3,0,0,0,0,0,0,27.6,0
37015020,0,0,0,0.6,0,0,4.9,0,2.5,4,0,0,6,5.3,0.8,0.1,0,0,0,0,0,0,0.3,0,0.1,0,2.1,0,0.5,0.8,0.8
23125050,39.5,1.6,0,3.3,0,0,24.6,1.8,20.5,9.6,0,0,0,3,0,0,0,38,9.7,31.4,110,27,48,0,0,0,2.5,7.3,,13,0
24035400,0,0,0,15.2,0,5.2,18.2,2.5,3.2,1.6,0.9,0,6.2,0,0,0.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,3.4,0
23190440,0,0,0,41.7,0,5.3,33.4,8.1,2.6,3.7,0,0,0,2.1,0,0,0,5.2,4.7,25.5,79.3,5.2,3.6,0,0,0,0,0,0,35.6,0
24030340,0,1,0,15.5,0,0,12,6.2,1,2.3,0,0,0,0,32,1,0,24.5,2.5,9.2,9.2,0,8.7,0,0,0,1.5,3.5,0,5.5,0
37050050,0,0,0,81,40,0,,,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
16010110,10.1,0,0,4.2,0,35.2,9.2,0,30.1,0,0,0,0,0,0,12.3,0,0,0,0,0,6.4,6.5,0,0,0,6.5,0,0,0,0
23195110,1.1,1.1,0,8.3,0,0,0,0,0,0,0,0,0,0.5,3.9,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,28.2,0
24050100,0,0,0,37,0,0,0,10,0,0,0,0,0,0,6,0,0,5,7,0,5,3,4,0,0,0,0,0,0,0,0
37050010,0,0,0,0,3,55,2,11,30,0,0,2,8,0,0,0,0,0,3,0,0,22,0,0,3,1,38,0,28,0,0
24030270,1.1,3.9,0,17.5,0,0,9.1,0,1.2,0,0,0,0,0,6.4,10.5,0,30.9,2.6,12.1,1.1,0,0,0,0,0,0,0,0,2.9,0
16030140,0,0,0,22,0,0,110,17,7,0,8,0,0,22,24,2,0,0,5,30,0,3,0,0,0,0,0,10,0,0,12
16020140,0,0,0,8.9,0,0,11.1,23.1,0,0,0,0.6,0,3.8,8.1,2.5,0,0,21.6,6.7,0,0,0,0,0,0,0,0,0,0,11.1
24050060,0,0,0,9.2,0,0,4,4,0,0,0,0,0,0,0,5.2,0,4,0,4.2,5.2,4,3,0,0,0,3,0,0,5.3,0
24030680,1,1,0,7,6.3,8.3,9,6,1.9,6.6,0.5,0.6,0,0,4.3,8.4,0,0.5,0,11.8,2.3,0,1.1,0,0,0,0.7,0,0,0,0
24030750,2.3,5.7,0,12.4,0,0,11.4,3.2,0,0,0,0,0,2.5,21.6,1.3,0,3.8,0,2.7,10.5,0,0,0,0,0,0,0,0,2.7,0
24010240,,11.9,0,18.3,0,0,52.7,27.2,7.3,0,0,6.9,2.7,0,35.7,22.7,2.3,2.9,,11.5,2.7,3.9,3.4,3.7,4.7,0,0,0,0,23.2,0
23180100,0,0,18,5,0,0,11,13,76,0,0,0,0,0,0,0,0,17,14,0,0,0,64,0,0,15,0,0,0,35,6
23147020,5,0,0,5,0,0,10,2,87,5,0,0,0,0,55,0,0,0,2.4,10,25,0,72,0,0,0,0,0,0,,
16040050,3,0,0,9,0,0,26,2,5,0,13,0,19,17,0,21,0,2,8,0,2,0,1,0,0,,,0,2,34,0
37050040,0,3.4,0,4.6,3.2,5.4,45.8,0,8.3,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,23.5,0,5.7,0,0
16010040,0,0,4,21,0,6,10,36,0,0,0,0,0,0,0,9,0,44,6,72,0,0,0,0,4,0,11,0,0,4,0
24020150,0,0,0,19,0,0,0,9,3,0,0,0,2,0,3,5,0,0,11,0,0,0,0,0,0,0,9,0,0,2,0
16055020,3.5,0,,7,0,0,8.5,9.7,18.6,0,8.8,0,0,0,0,4.8,0,0,0,42.2,8.2,0,0,0,31.3,0,0,0,0,,
23190130,0,0,0,10.1,0,10,0,0,0,0,0,0,0,0,0,0,20,0,5,0,5,0,0,0,0,0,0,0,0,6,0
23185010,70,0,0,82,0,0,5.5,68,100.2,0.2,0,0,2.9,4.2,0,,0,19,0,16.2,,,,0,0,3.8,0.3,0,0,18,0
23190560,16.6,0,0,2.6,0,0,1,92,96.6,0,0,0,1.6,1.9,0,0,0,13.6,0,4.8,10.6,55.8,2.2,0,0,11.7,0,0,0,8.2,0
24050070,0,0,0,25.7,0,0,59.8,17.2,0,0.6,0,0,0.3,65.7,0,0,0,2.3,0,74.2,17.3,6.6,6.7,0,0,0,0,0,0,27.5,0
24030350,0,29.8,0,6.8,6.9,0.8,11,1.5,1,0,0,0,0,0,0,0,0,0,3.5,0.8,4.2,7.1,0,0,0,0,0,0,0.5,0.6,6
24015300,0,16.5,0,0.5,34,0.5,10.5,2.5,3,0,0,0,0,0,0,0,0,0,16,0,3.5,4.5,4,0,0,0,0,0,0,2.5,22
24035070,0,0,0,6.7,16.3,12,3.6,11,2.4,0,0,2.8,0,0,13.4,7.3,4.3,3,0,0,3,1.5,2.1,0,0,0,1.2,0,2.5,4.8,0.5
24015220,0,9,0,1.4,4.6,14.4,6.3,2.3,0,0,0,0,0,1.6,0,0,0,0,5.1,0,16.8,5.3,0,0,0,0,0,0,0,0,14.3
24035120,0,10,12.5,0.1,7.5,0,5,0,0,0,0,0.9,0,0,,0,0,0,8,0.1,11.5,12,0,0,0,0,0,0,0.2,0.3,7.5
24035130,0,5.4,0,,,1.8,15.1,3.6,1.1,1.2,,,,0,0,0,0,,,9.5,1.6,1.8,0,0,,,1.6,0,0,4.1,12.9
24035430,0,6.1,1.4,0,6.4,0,4,0.8,4.4,0,0,0,0,0,0,0,0,1,11,0,14.6,13.6,0,0,0,0,1,0,0,1,12.5
24035260,,,,,13.6,1.2,3,9.1,1,0.2,0,0.7,0,0,27.7,0.5,0,0,7,0,0,0,0,0,0,0,5.5,0.1,0,14.3,0.1
24035330,0,8.5,0,19.5,4.4,5.2,22,4.5,2.6,0,0,6.6,0,0.5,1,0,19.2,0.2,0,1.6,0.9,16.3,2.6,0,0,0,0.7,0,0,6.4,1.4
24035340,0,3.8,0,0,0,2.8,11.2,3.8,0.6,0,0,0,0,0,0,0,0,0,0,3.8,4.2,2,0,0,0,0.4,0,0,0,0,0.4
36015010,0,0,0,0,36.2,7,84,7,3.7,0,0,0,17,27,1.5,0,0,0,5.5,0,0,16,0,0,0,4,14,0,21,0,0
35075020,0,0.8,0,0,2.4,0.4,2.6,3.6,6.5,0,0,15,1,4.3,0,0,0,0,0,0,7,0.8,0,0,2.5,4.3,3.6,0,0,0,0
35085050,0.2,10.1,5.8,8.8,,7.2,7,0.3,21.4,0.2,,15.5,2.1,22.4,4,0.2,0,0,3,32.8,6.6,0.5,0.4,0,4.7,29.6,5,1,0.2,0,2
35215020,0,0.8,0.3,0,20.8,9.6,43.8,12.2,9.9,5.2,0,0,0,57.1,0,0,0,0,0,0,0,47.9,0,0,0,39.8,1.6,0,36.5,0,0
35090050,,0,11,0,0,0.5,26.6,10.6,0,16.4,0.9,28.7,3.7,47.5,1.3,0,0,0,0,0.6,18.4,0,0,0,13.5,48.7,0.5,0,7.2,2.8,0
24030230,0,3.5,0,0,0,8.6,34.7,0.9,2,0,0,0,0,0,0,0,0,0,0,9.5,7.4,0,0,0,0,0,0,0,0,0,3.8
23120250,1.5,2.8,,5.1,2.1,2.5,10.1,1.1,6.1,0,0,2.1,0,22,22.6,0,0,3.9,52.6,0,8.5,17.3,0,0,2.6,0,12.3,0,16.5,20.6,39.9
23125140,1.7,4.2,39.7,6.5,9.4,5.5,3.2,5.7,9.2,0,0,3.5,1.2,0.4,10.7,5.2,9.7,8.2,63.9,0,1.2,10.2,0.4,0,12.7,0,0,0,0,23.5,38.5
24010180,0,31.7,0,0,23.8,0,11.8,0.9,0,0,0,0,0,0,0,0,0,0,18.9,0,4.7,18.6,0,0,0,0,0,0,0,0.9,28.2
24030260,0,0,0,10.5,9.5,28,3,9,2.9,0,0,2.2,0,0,1.5,1.8,5.4,0,0,0,0,1.5,4.3,0,0,0,0.3,0,1,2,1
24030310,0,15,0,0,0,0,19.5,0,1.2,,0,0,0,0,0,0,0,0,8.5,0,12,42,0,0,0,0,0,0,0,1.5,2.1
23125100,0.5,10.5,12.5,80,2.2,26.5,22.4,3.5,6.8,0,0,9,0,0,0,4,0,0,35,0,2.5,36,7.8,0,2.5,0,0,0,0,11.4,20
35075010,0,4.5,0,0,0,0,8.5,3.5,10,0,0,9,0,6.5,0,0,0,0,0,21,3.5,1.5,0,0,0,8.5,2.5,1,1,0,8
35075040,0,3,0,0,3.1,2.5,2.7,0.3,10.7,1.8,0,31.2,0,13.8,1,0,0,0,0.4,0,12.7,2.3,0,0,12.5,12,4.2,0,0,0,0
35195020,0,48.8,0,0,7.2,76.8,39.8,0,16.8,0,0,0,59.5,3,0,0,0,0,0,94,0,4.5,0,0,4.5,13.5,1,2.4,11,0,0
35210050,0,0,0,0,51,0,24,72,23.5,12.5,0,0,0,72.5,0,0,0,0,0,0,0,9.5,0,0,0,66,0,0,18,0,0
24015090,19,12.4,0,50,3.2,0,28.5,,,,,,,0,,,0.2,0,23.6,0,2,2.5,0,0,3,0,0,0,0,6,19.8
35230040,0,0,,0,8.8,30.4,84,0,0,0,0,0,0,41,7,0,0,0,0,,,,,,,26,6,0,18.2,0,0
36025010,0,0,0,0,27.8,0,0,81.8,78.6,4.4,0,4.8,0,0,22.4,0,0,0,0,0,0,19.2,0,0,0,0,32.4,0,0,0,0
35235040,0,0,0,0,0,29.5,27.5,0.5,39,11,0,2.6,6,1.5,2.5,0,0,0,0,0,0,38,0,0,0,4.5,3,0,23,0,0
35235050,0,20.6,2.7,0.2,3.7,2,45.6,10,38.1,5.8,0,0.9,2,31.5,75.4,0,0,11.8,0,0,0.9,58.8,13.9,0,0,10,19,0,20,0,3.4
24035040,0,4.8,0,0,0,0,12.7,1.5,1.2,0,0,0,0,0,0,0,0,0,0,0,6.1,8.3,0,0,0.5,0,1.3,0,0,4.4,8
35070080,0,1.1,0,0,0,0.5,3.2,2.4,13.5,0,0.2,9.9,0,11,0.7,0,0,0,0,0.2,6.8,4.3,0,0,2.4,11.2,3.6,0,0.1,0,0.9
35070040,0,2.9,0,0,0,0,3.9,2.2,5,0.5,0,2.3,0,6,0,0,0,0,0,15.5,13.5,1,0,0,0,6.3,2.2,1.3,0,0,5
35070210,0,1.5,0,8,0,0,6.7,1,11,0,0.5,11.4,0,6.5,0.5,0,0,0,0,3.5,9.4,8.5,0,0,7.7,16,0.5,0,0,0,1.1
35070020,0,5.5,0,0,0,14.5,12.7,4.5,10.5,0,0,1.5,0,11.5,0,0,0,0,0,6,6,0.5,0,0,0,4.5,3.5,0,0,1,10
35080060,0,8.4,1.3,4,0,1.6,4.9,4.4,21.5,0,0,39.1,0,20.8,0.7,2.7,0,0,3.9,0.9,2.8,24.6,3.9,0,7.8,15.4,12,1.7,1,0,0
36030030,,0,0,1,,,54.5,8.5,65.5,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,21.4,0,23.2,0,0
35070260,0,2,0,0,11,0,1.5,3,7,0,0,17,3,12,0,0,0,0,0,0,3.5,0,0,0,9,0,0,0,0,0,0
35070070,0,12.9,0,14.4,0,0.2,7.9,0.2,17.4,0,0,8.9,0,7.8,0,0,0,0,0,4.1,7.1,3.5,0,0,4.6,6.5,5.6,0,0,0,1.1
35070100,0,0.1,0,0,5,2,1,1,6,0,0,16,0,3,0,0,0,0,0,0,21,0,0,0,2,5,0,0,0,0,0
35080070,0,22.9,3.1,3.6,20.4,1,71.9,2.6,19.7,0,0,76.6,0,52.6,0,0,0,0,0,3.5,1.2,2.1,0,0,37.3,54.5,1.8,2.4,0,0,0.8
24030240,0,1,0,2.5,3.2,0,8,3.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.5
24010830,0,19,0,0,28.5,23,7,1,1,1.5,0,0,0,0,0,0,0,0,40.3,4,6,8,0,0,0,0,1,0,0,4.5,30
24010810,18.7,12,0,6.2,0.5,0,44.5,3,3.5,1.5,0,0,0,0,0,0,36,0,12.5,0,22.5,54.5,14.2,1.5,0,0,1,0,0,12.5,24.7
23125090,7.6,12.5,0.7,50.2,0.7,0.4,4.3,5.5,20.4,0,0,2.7,0,0,0,0.6,0.8,2.9,54.3,0,25.1,15.3,0.4,0,13.1,0,2,0,0,39,58.3
35070010,0,11.9,0,0,0.6,0,8.1,3.3,19,0,1.3,0.4,0,4.6,0,0,0,0,0,0,20,16,0,0,0,3.8,1.3,0.7,0.4,0,7.6
35070180,0,4,0,0,22,0,3.5,0,18,0,1,40,0,31,6,0,0,0,1,16,33.5,2,0,0,9.5,73,6,13.5,3.5,0,0
23120050,0,7.3,36.3,5.5,4.7,5.2,31,4.8,47.5,0,0,0,0,19.8,5.3,34.5,0,23.9,67.5,0,16.5,12.4,0,0,21,0,0,0,0,23.6,47.9
24030800,0,9,0,0,0,0,14.7,2,1.5,0,0,0,0,0,0,0,0,0,0,0,9,3.5,0,0,0,0,6.4,0,0,0.5,
24010630,6.8,14.4,16.3,1,11.2,2,19.9,0.1,13.7,0.4,0,0,0,0,0,0.7,0,0,39.1,9.8,41.4,28.3,15,0,0,0,3.6,0,2.1,13.3,18.8
24030400,0,30.3,0,19.3,4.2,0.1,16.5,0.1,1.6,0,0,0,0,0,0,0,0,0,2.8,4.4,2.4,1.7,0,0,0,0,2.3,0,0,0,22.7
35080010,0,0,0,0,0,0,32.5,0,1.5,0,0,14.3,1,10.5,0,0,0,0,0,7.5,12.9,18,11,0,4.3,32,4,0,4.9,0,0
35190070,0,13,0,0,7,3,72,3,32,0,0,0,0,,,,0,,0,0,,2.5,0,0,0,26,0,0,16.5,0,0
35085040,0,1.1,0,0,0,0,13.8,1.2,6.2,6,0,22.5,0.6,9.1,2.6,0,0,0,0,40.7,8.9,3.6,0,0,0.7,23.6,2.5,0.7,1.4,0,0
24035310,0,0,0,9.8,0,28,27.4,9,4,6,0,0,0,6,14,12,9.4,0,8,0,0,0,6.4,0,0,0,6,0,9,0,
24035250,0,0,0,3.2,1.3,1.2,7.2,11.2,7.3,6.2,0.2,7.7,3.4,3.1,1.6,0,0,0,4.4,1.5,1.5,0,0,0,2.7,0,30.7,0,0,0,3.9
35210010,0,30.8,0,0,20.6,3.5,10,4,22,0,0,3,0,17.9,17.5,0,0,2,9.5,4.2,0,13.5,0,0,5.5,26.5,3.5,12.5,1,22,7
35085020,0.9,2.3,1.1,0,0,0,9.9,2.2,8.3,1.2,0,9.6,0.3,2.8,3,0,0,0.4,0,6.8,12.4,32.5,1.4,,0,7.4,3.3,0.6,4.5,0,0
35195050,22,44.2,44.2,4.7,18.5,3.7,19.7,2.2,39.7,9.7,0,13.7,7.5,5.2,3.5,0,0,0,6.7,13.7,0,3.8,19,3.5,1.9,5.4,18.5,1.5,2.5,12,1.7
35190030,0,8.1,0,0,0,0,44.6,0,11.5,2,0,20.6,17,0,4,0,0,0,3.7,8.6,17.7,4.6,1.3,0,0,27.5,2.7,12.3,9.4,0,1.7
24015360,2.3,10,0,1.1,0.4,0,12.6,3.2,15.6,0.4,0,0.2,0,0,0,0,0,2.5,23.2,0.9,2.4,5.5,3.6,0,18.8,1.2,0,0,0,6.6,25.2
24035020,0,0,0,7.6,3.7,0,9,0,0,0,0,0,0,0,0,0,0,0,16.2,,13.1,0,0,0,0,0,0,0,0,0,4.2
35075030,0,16,0,0,0,0,9.7,8,9.6,0.2,0,2.9,0,4.2,0.1,0,0,0,0,3.1,12.1,12.5,0,0.1,0.1,1,0.4,1.2,1.7,0.6,5.7
21010140,2,20,1,2,0,0,0,2,0,0,0,8,0,1,1,0,0,0,0,1,2,8,4,0,0,2,9,5,0,0,3
21020050,0,23,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,3,20,3,0,0,5,0,0,0,0
21060070,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12
21110040,1,17,0,0,0,0,50,3,90,0,0,0,0,1,0,0,0,0,10,4,0,0,1,2,0,0,4,2,0,0,4
