CODIGO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
21050140,0,44,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,2,0,10,17,0,0,0,0,0,0,0,0,7
44045020,0.5,2,7.5,0,0,4.5,18,0,1,0.5,11.5,0,0,0,0,0,0,0,0,7,0.5,33,5.5,0,0,0,6,0,0,0,0
21135030,0,0,0,0,29.3,21.8,51,0,46.2,0,0,5.3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
21145040,0,,0,0,23.2,0,84,0,5.2,3.8,0,18.1,0,0,0,0,0,0,0,5.7,1,0,0.2,0,0,0,0,0,0,0,0
21110330,0,17,0,0,13,0,78,0,67,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,23
21110070,0,1,4,0,0,0,27,0,10,0,0,2,0,0,0,0,0,0,5,0,3,23,1,0,0,0,3,0,0,0,9
21110180,0,5,0,0,0,0,35,0,15,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,8
44040020,0,15,27,0,0,0,0,0,27,15,0,15,0,11,0,0,0,0,0,0,11,32,11,17,0,0,23,0,0,0,0
21140080,0,30,9,0,0,0,50,15,0,20,0,30,0,0,0,0,0,0,0,10,0,30,0,20,0,0,8,0,3,0,0
21060090,3,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
21050170,0,10,0,0,0,3,40,3,30,3,0,15,0,0,0,0,0,0,0,0,0,0,19,52,0,0,0,0,0,0,0
21080080,1.3,12.8,0,0,0,9.9,8.9,4.5,24.2,1.6,0,0,0,0,0,0,0,0,5.6,0.4,11,0,4.4,28.5,0,0,0,2.6,0,0,11.3
21080070,3,21,0,0,0,0,51,0,11,0,0,0,0,0,0,0,0,0,51,0,0,15,0,3,0,4,0,0,0,0,29
44045010,0,9.9,90.4,0.5,,0,0,0,4,0.9,0,15.2,5.3,0.2,0,0,0,0,0,0,1.6,134.3,2.6,4.7,0,22.4,8.5,1.1,0,0,0
44030060,0,5,10,0,0,0,28,0,40,0,10,20,45,5,0,0,0,0,0,0,0,12,5,30,0,0,40,0,5,0,0
21010050,0,18,3,1,0,0,0,2,0,1,0,14,0,0,1,0,0,0,0,0,0,24,2,1,0,3,9,4,0,0,0
21040050,0,40,0,0,0,0,0,0,0,,0,21,5,0,0,0,0,0,0,5,15,32,8,50,0,0,13,7,0,0,0
21050090,3,12,0,0,0,6,19,0,21,0,0,3,0,0,0,0,0,0,4,0,9,4,3,21,0,0,0,4,0,0,0
21050290,0,37,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,8,11,5,0,0,0,0,0,0,10
21010110,0,6,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,10,14,1,0,7,11,1,1,0,0
21055030,10.2,12.9,5.4,0,0.5,0,54,1.1,3.5,8.7,1.2,16.6,0,0.4,0,0,0,0,0,5.8,0,2,5.4,5.5,0,0.7,1.7,5,0,0,0
21030080,0,2,7,2,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,6,84,10,11,0,0,20,0,0,0,0
21020040,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,17,37,11,0,0,0,8,3,0,0,0
21080030,20,10,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0,0,0,15
21090020,18,51,0,0,0,0,39,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0
21030090,0,84,2,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0,4,0,5,0,5,0,1,4,0,0,0,1
21010190,0,15,16,7,0,0,0,32,0,0,0,22,0,10,0,0,0,0,0,0,0,45,20,13,0,40,10,12,0,0,0
21015030,4.5,34.4,1,1.2,0,0,0.1,4.6,0.5,1.4,1,7.5,0.4,10,0.1,0,0,0,0,0.4,3.5,1.7,1.5,0,0,4.7,10,3.5,0,0,1
21115100,0,0.5,0,0,0,0,0.8,0.2,2.9,2.4,0,0.4,0,0,0,0,0,0,10,0.6,24,14.4,0.7,0.3,0.2,3.2,14,0,0,0,5.8
44135010,0,0,16.2,0,0,1.2,6.5,5.4,0,16.8,,22.7,1,0,0,0,0,0,0,0,0,15.3,0,10,0,0,1.7,11.3,14.8,0,0
21010160,9,40,0,0,0,0,0,0,18,7,3,8,0,1,0,0,0,0,0,0,0,2,7,0,0,4,8,3,0,0,1
21060080,0,15,22,1,0,0,0,1,0,0,0,10,2,1,0,0,0,0,0,0,0,4,1,0,0,1,2,2,0,0,0
21065040,0,0.7,1.2,0,0,0,0,0.4,3.6,3.4,0,6.1,0,0,0,0,0,0,8.9,0,0,0,7.3,7.4,0,7.4,4.8,0.6,0,0,0
21040030,0,15,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,2,2,17,12,3,0,2,12,2,0,0,0
21010040,0,17,0,0,0,0,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,10,4,3,0,15,7,2,0,0,0
21145080,8.4,1,0.2,0,0.2,0,45.2,0.6,0.8,19.3,0,5.8,0,0,0,0,0,0,0,0,0.5,18.6,1.7,2.2,0,0,1.6,1.5,0.1,0,0.4
21110460,0,18,0,0,0,0,19,0,14,1,0,0,0,0,0,0,0,0,34,0,0,8,1,0,0,0,0,0,0,0,6
21110160,1,15,0,0,0,0,63,0,48,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,19
21110440,2,76,0,0,0,0,43,0,0,3,0,0,0,0,0,0,0,0,57,0,0,48,17,0,0,7,0,0,0,0,52
21040020,0,12,5,0,0,0,2,4,12,10,2,18,0,0,0,0,0,0,3,8,23,32,6,0,0,0,3,2,0,0,14
21130110,0,55.6,34.4,0,0,6.2,11.4,2,50,0,0,3.4,0,0,0,0,0,0,35.2,0,0,0,35.3,17.2,0,0,2,0,0,0,0
21010230,0,24,0,1,0,0,0,1,3,4,0,8,1,8,0,0,0,0,0,0,8,3,3,0,0,1,11,3,0,0,0
21110400,1.6,0.9,2.8,0,0,0,0.8,0,11.8,13.2,0,1.3,0,0,0,0,0,0,0,13.5,21.8,66.7,13.8,2.1,0,8.5,1.6,1.4,0,0,14.9
21140120,0,13,0,0,0,0,62,1,3,0,0,12,0,0,0,0,0,0,39,0,0,10,12,8,0,0,0,0,0,0,40
21060100,9,5,3,0,0,0,0,0,5,18,0,0,13,0,0,0,0,0,2,0,0,7,23,17,5,13,2,0,0,0,43
21025030,0,3.7,0.2,2.5,0,0,0,1,2.5,6.3,0,15.2,0,1.5,0,0,0,0,0,0,22.5,28.2,0,0.5,0.5,0,8.3,0,0,0,1.2
26205080,43.6,0,0,31.3,4.2,29.2,16.4,23,100.6,5.5,0,5,0,3,0.9,3.8,2,14.5,0,22.4,85.1,4.9,1.1,0,0,0,0,0,0,22.5,3.5
26210090,6,0,0,10,0,11,8,20,19,0,0,6,0,14,0,0,0,2,3,21.3,66.9,0,0.3,0,0,0,0,0,0,82.9,4.6
27010870,0,4.5,0,6.4,0,0,0,15,14,7.4,0,0,0,0,18.2,6.5,9.2,7,0,17,12.3,7.9,11.4,0,0,0,0,0,0,45.4,12
23085080,0,0,3,34.9,5,4.3,7,8.1,6,0,0,4.9,1.3,31.2,0,1.9,0,4.2,0,0,2.1,,0,0,0,0,4,0,0,4.2,23.5
27010820,63,0,0,67,92,0,58,62,63,18,0,0,0,0,0,0,0,0,14,0,0,0,29,22,0,36,0,0,0,0,0
27011120,8,1,0,5,3,7,10,5,78,1,0,0,1,2,7,12,0,24,0,10,14,16,7,0,0,0,0,0,0,7,4
26175030,6.8,5.1,0,4.9,14.7,0.3,6.8,20.8,30.5,0,,,,3.6,0.5,0,9.5,10,0.7,1.7,41.6,1.8,2.5,,,,,0,0,53.2,12.1
26170150,9,2,0,4,0,0,10,12,29,0,0,0,0,9,0,0,0,24,0,0,24,15,16,0,0,0,0,0,0,50,2
26220110,3,13,4,0,6,2,31,45,46,12,0,0,4,13,5,23,0,6,0,0,9,41,4,0,0,0,45,4,16,35,4
23080640,4,0,0,20,15,0,5,10,10,0,0,0,0,0,0,0,0,0,4,24,5,7,15,0,0,0,0,0,0,4,0
27010810,8,5,0,11,17,0,14,8,15,3,3,11,0,0,7,3,0,14,18,14,25,11,,,0,7,0,0,0,14,7
27015090,1.5,0,0,28.5,9.4,0,14,8.4,8,0,0,1.2,0,0,2.3,1.5,0,0,6.2,56.2,0,0,0.8,0,0,0,0.4,0,0,15,4.5
27020190,0,0,0,0,0,9,8,21,25,29,7,0,5,10,25,2,0,2,0,0,23,8,0,1,0,0,3,2,0,27,12
23085110,9,22.3,0,21.5,6,0,8,15.9,25.5,1,0,0,0,0.5,0.6,1.5,0,8.4,9,19,28,33.5,11,11,7.5,0,7,0,0,0.9,10.5
26240160,4,0,7,0,19,0,0,40,65,0,0,0,15,60,0,0,0,27,0,0,0,0,20,0,0,0,21,21,0,74,0
27011270,5.5,0.2,0,6.8,0.3,0,5.1,11,45,0,0,6.3,0,0,22,3.5,18.7,0.5,9.5,56.6,19.8,10,0.6,0,0,0,0,0,0,8.1,5.3
11075020,2,0,0,20,0,15,12,14.5,35,1,0,0,1,3.1,0,24,0,4.6,4,0,1,0,1.2,0,0,0,0,27,0,18.5,25
12015020,5.2,0,0,15,0.4,17,3.7,1.4,1.6,20,0.1,0,0,18,0,0,0,16,0,0,0,0.5,0.4,1.7,0,0,15,1.6,0,76,2.4
23080650,9,2,0,42,2,0,17,8,29,0,3,20,0,0,0,0,0,0,0,34,11,15,10,9,3,2,0,0,0,1,5
25020420,6,0,0,35,13,0,0,7,134,0,3,11,3,33,0,16,4,22,2,0,0,0,38,0,33,25,6,0,0,37,0
26160090,22,21,0,9,5,0,24,22,12,8,0,0,0,3,0,0,0,17,0,31,39,6.5,13,0,0,0,22,4,0,33,14
11010010,0,0.8,0,65.9,0,0,1.4,2.7,1.8,8.5,16.8,25.4,8.7,87.5,0,2.8,0.7,,38.5,12.5,8.4,35.2,26.8,24.9,18.5,1.5,46.8,6.8,15.3,1.6,1.8
26230010,1,0,0,0,0,0,0,13,28,0,0,0,0,5,0,0,0,2,0,4,16,0,12,0,0,0,0,0,0,17,2
26230240,0.3,0,0,8.6,0,2.2,15.3,26,10,6.2,0,0,0,0,4.7,4.3,15.3,5.2,4.3,56.2,26,23.5,1,0,0,0,10.6,0,0,31.4,23.4
27010830,3,0,0,23,0,0,0,31,22,20,0,3,0,0,6,0,0,7,0,13,6,16,0,0,0,10,5,0,0,30,7
23080740,17,0,0,10,7,0,25,9,12,3,9,16,0,0,2,3,0,0,0,5,4,1,3,18,0,15,11,0,0,5,22
23080760,0,0,0,6,0,0,16,24,5,2,0,,,22,0,5,0,47,0,4,15,6.6,19,4,6,0,5,0,0,8.6,28
26180180,14,15,0,6,2,3,25,29,20,2,0,0,0,0,0,4,0,4,0,12,13,7,10,3,22,3,0,0,0,28,5
26210080,7,10,0,6,11,0,0,42,17,0,0,0,0,48,0,0,0,65,0,0,23,12,0,,0,0,0,0,0,12,8
27010800,0,0,0,9,0,0,15,8,20,0,0,0,0,0,28,39,0,0,0,26,2,4,0,0,0,3,1,0,0,26,3
26195020,7.3,3.1,0,19.5,6.1,7,28.9,15,13.6,6.2,0,0,1.8,2,0,2.5,0,30.4,0.6,0,15.6,6.5,2.3,0,17.3,0,7,0,0,8,3.5
23085140,42,67,6,31,52,25,62,10,40,0,0,14,0,14,10,65,31,100,32,10,36,55,53,0,40,10,0,0,0,38,20
26230140,0,1.9,0,4,0,0,24.1,0,13.3,0,0,0,2.9,5.4,1.4,1.3,0,0.9,0,9.5,13.6,14,4.9,0,0,0,5.3,0,0,23.8,9
23085030,20.8,2.6,0,12.8,3.2,0,54.6,22.6,28.6,1,11.8,34.6,0,8.8,32.6,14.6,2.6,10.8,0,8.6,6.8,2,48.6,19.6,0,10,6.8,0,0,32.6,16.8
26180160,3,7,0,26,9.5,0,33,14,35,0,0,0,0,0,0,0,0,5,0,3,19,28.5,11.5,0,2,0,0,0,0,73,3
26230200,3.6,0,0,12.5,0,0,3.5,19.5,11,2.5,0,0.9,0,0,3.5,0,0,2,0,11,12.5,33,0,0,0,0,18.5,0,0,21,11.5
11110020,3.4,0,0,5.6,4.3,0,8.4,22.1,11.7,6.4,0,1.4,2.4,0,0,9.9,22.6,6.3,9.7,7.8,22.2,15.5,6.9,7.8,0,0,5.8,11.7,0,23.7,11.9
11110010,15,0,8,18,0,10,18,16,19,4,0,0,5,40,0,0,20,15,0,0,3,15,3,0,0,0,16,0,0,30,6
26220090,0,0,7,0,3,,6,22,30,0,0,0,0,0,0,0,0,14,,,22,18,2,0,0,0,2,0,0,17,3
26240170,0,0,10,0,14,0,0,16,15,0,0,0,23,40,0,0,0,16,0,14,0,5,47,0,16,0,20,24,0,38,0
26210140,0,0,0,33.3,5,0,0,6,0,0,0,4,0,0,0,0,0,8,0,11,9,13,7,0,0,0,5,0,0,10,0
27010900,0,0,0,1,9,0,32,12,0,49,0,0,0,0,21,0,0,50,0,0,0,0,0,27,0,0,8,0,0,25,13
26240100,7,0,20,0,19,0,0,25,58,0,0,0,22,87,1,0,0,12,0,0,0,0,28,0,1,0,28,1,0,40,0
26170190,8.3,17.2,0,17.3,28.4,0,18.5,36.2,25.2,0,0,0,0,35.3,0,1,16.3,39.7,0,1.3,33.3,26.4,0,0,1.3,0,9.5,0,0,21.5,9.6
25020530,0,0,0,0,1,0,0,0,149,0,0,2,24,84,0,0,0,0,0.3,1.6,0,0,51,0,21,12,0,5,0,49,14
26185020,27.3,12.5,20,23.8,11.5,0,9,14,7.6,0,0,6,0,0,0,0,0,21.3,0,9,15.2,4.4,13.5,34.3,29.5,29.5,1,0,0,16.3,4.5
27020210,0,0,0,7,0,24,15,0,16,38,0,25,0,0,0,9,0,0,0,0,0,11,0,4,0,0,9,0,0,33,7
26175040,7.2,23.5,0,5,25.5,1,4,16.2,33.5,0,0,0,0,8,0,0,29.8,4,8.7,1.7,67.6,1.4,0,0,0,0,1.5,0,0,43.8,3.5
26160080,0,6,0,2,47,0,7,16,9,0,0,0,0,2,0,0,0,27,0,6,28,4,0,0,0,0,0,0,0,28,0
12010120,20.5,0,0,0,,48.7,0.5,0,0,3.5,0,0,,3.6,0,0,0,,,10.1,0,0,1,11.8,0,0,45.6,0,6,54,
27020220,4.1,0,0,0,4.8,38.9,12.8,18.9,7.5,36.5,0,7.1,0,0,0,0,0,9.8,4.1,27.1,16.2,6.1,0,0,0,0,23.1,0,0,32.5,27.2
26230110,17,0,0,5,0,3,13,39,6,20,0,0,0,0,2,0,0,2,0,12,,5,0,0,0,0,3,0,0,20,7
26180220,17.1,10.6,0,6.4,21.1,3.1,3.9,31.9,17.6,0,0,0,0,9.1,0,0,0,2.6,1.3,2.3,17.5,2.2,0.4,0,1.2,0,1.8,0,0,26.2,6.1
26190090,8,4,0,8,14.1,0,3,35,12,0,0,0,0,5,13,0,10,87,8,3,5,34,0,8,3,0,4,0,0,7,12
26240150,4,0,4,0,6,0,8,5,10,8,5,7,10,5,0,4,0,3,0,0,6,2,5,0,0,0,4,3,0,6,4
26250030,0,0,36,0,0,0,12,12,65,0,0,0,0,24,0,0,0,18,0,4,0,18,59,0,28,0,6,38,0,48,0
27015260,11.2,4.5,0,8.8,9,3.2,14.3,,76.3,2.5,,0,0.3,0.3,0.2,9.1,7.2,12.6,2.8,9.7,9.2,19.2,3.8,1.6,0,0,12.8,0,0,64.1,5.2
27040040,38,0,6,14,0,0,0,0,26,0,0,49,8,14,0,0,0,5,0,0,0,35,7,0,21,0,41,7,0,0,0
12020010,0,0,13,7,0,0,0,0,17,4,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,6,0,0,15,55,
25021480,55,0,27,16,0,0,0,9,37,0,65,37,25,60,0,0,0,20,0,0,0,0,69,0,5,0,80,5,0,0,0
26200130,16.1,3,0,7.2,0,0,5.6,2.4,19.6,10.1,0,0,,0,0,0,0,15.4,0,0,12.5,9.6,0,0,0,0,0,0,0,8.9,6.5
23080390,5,2,0,6,3,0,35,12,25,5,7,12,0,6,0,12,6,23,0,3,1,1,5,12,9,4,1.5,8,0,7.5,17
35180030,0,0,67,0,0,8,1,12,23,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,1,19,36,2,6,0,0
35095110,0,12,0,14,0,0.5,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,39,0,30,0,0,0
35025110,0.6,2.1,0.6,37.5,0.2,1.2,53.2,3.6,37.3,3,0,6.7,0,0.4,0.4,0,1.1,47.2,1.5,56.7,20.8,33.7,0,0,6.5,8.5,0.1,0,17,0,0
31015010,57,0,0,4,0,0,,,,5,32,0,3,0,12,0,0,0,13,0,0,0,2,55,,,12,0,28,0,0
35010010,0,0,0,0,0,0,45,0,28,8,1,0,0,0,11,1,1,0,0,0,1,0,0,0,12,15,0,1,0,0,0
35030380,0,0,4.4,0,53.5,55.4,48,13,20.5,2.6,0,25.2,4.1,1.6,1,0,0,16.5,72.5,30.5,17,34.5,29.5,0.3,7.1,33,6,0,92,0,1
35010020,0,0,1,0,20,0,8.8,1,10,3,1,10,43,1,0,4,0,16,6,50,11,29,15,0,1,22,14,1,35,0,0
32155010,0,1,0,7,5,12,1,10,0,0,10,0,21,1,8,0,0,1,1,,0,0,0,0,7,0,2,1,34,0,0
35100020,0,2.1,2,0.6,0,0,26.4,0,41,0,0,0.8,0,0,0,0,0,0,0,0,0,14.6,0,0,2.5,35.1,9.5,0,1.8,0,0
35030090,6,60,64,0,0,40,0,0,62,7,0,35,0,25,7,10,0,16,79,67,58,20,20,3,0,100,52,0,67,0,1
35010090,0,0,8,10,0,26,30,4,0,0,0,2,0,4,0,0,0,0,0,2,0,20,6,0,0,26,4,10,38,4,0
35010070,0,2,0,23,0,24,63,3,0,3,0,10,12,3,0,0,0,0,35,4,2,12,41,0,2,20,16,31,22,3,0
32035010,0,0,8,0,0,0,27,3,0,0,8,46,0,3,0,0,0,6,0,0,0,0,33,33,3,0,4,13,0,0,0
32060030,4,0,1,10,10,0,0,0,0,0,0,0,14,0,0,11,0,27,0,0,0,2,0,0,0,20,80,42,0,0,0
35045020,9.5,12,0,0,0.5,3,12,2.5,38,2,0,11,0,0,33,0,0,13,22,21,8,4,0,0,8,10,9,1,0,0,0
35020010,0,0,0,0,3,0,5,0,21,0,0,38,0,15,0,0,0,5,0,0,0,4,0,0,13,48,10,0,4,0,0
35090110,0,6,0,18,3,33,40,5,27,0,0,10,0,0,0,2,0,0,2,4,0,4,0,0,9,47,21,0,13,0,0
31095030,0,0,0,0,8,7,0,0,0,0,0,0,9,4,0,0,0,0,,0,14,25,0,0,0,14,0,14,0,0,0
32070060,0,65,0,0,0,0,5,9,37,0,0,27,0,5,0,0,0,7,0,0,0,22,0,0,0,33,18,30,45,0,0
35020060,0,0,0,7,0,0,52,4,21,4,0,2,0,1,0,0,0,0,0,14,1,42,0,0,0,15,5,0,0,0,0
32070120,0,32,28,0,0,0,52,4,3,0,0,11,0,0,0,0,0,2,2,6,1,3,0,0,0,11,23,5,22,0,1
32070100,0,46,2,18,0,0,52,2,15,0,2,4,0,0,5,0,0,0,0,0,0,1,0,0,0,14,32,8,45,0,0
35050010,0,5,0,0,10,5,32,12,37,0,0,0,0,64,18,11,0,0,12,18,20,7,0,0,25,35,0,14,0,0,0
3502500006,0,2,15,15,0,0,25,5,18,1,0,1,0,4,0,43,0,0,0,13,0,22,0,0,0,8,3,0,0,0,0
32080010,0,,0,0,0,0,0,4,7,0,0,15,0,0,0,0,0,30,0,0,0,4,0,42,9,10,16,0,24,0,0
35030010,0,5,0,1,5,0,2,11,18,3,0,44,0,8,0,0,0,0,0,0,0,1,5,0,11,28,5,4,12,0,0
32060100,0,25,41,0,3,15,2,3,2,0,0,0,0,6,11,13,10,41,10,6,41,81,3,,,,16,21,40,16,3
35030290,18,24,0,0,31,3,20,0,28,10,8,35,0,13,0,0,0,55,29,10,18,10,0,0,45,58,20,0,84,0,11
42070030,0,38,0,0,0,0,0,0,0,0,0,9,27,0,25,0,0,11,0,0,0,44,5,3,0,,0,3,18,0,0
35020020,1,4,0,1,7,0,10,3,30,4,0,60,0,29,4,7,0,15,0,0,6,0,0,3,28,60,28,0,14,0,1
35030370,0,0,0,0,0,49,20,10.5,25,2,0,24.5,0,5,0.5,0,0,38,48,34,12,22.2,38,0,22,18,0.7,0,62,0,0
33055010,0,0,20,0,0,2,0,6,17,0,3,0,8,0,0,0,0,0,11,0,53,0,0,0,44,2,0,0,43,0,0
32070040,0,6,0,0,0,0,0,16,26,0,0,20,10,0,0,0,0,6,0,0,0,8,0,0,12,8,32,10,16,0,0
35225030,0,0,0,3,0,7,12,0,7,0,3,19,12,,35,0,0,2,,0,0,0,0,0,51,14,0,0,0,0,0
35105050,0,3,0,1,1,0,14,1,63,1,0,,,1,,,,,,,0,1,0,0,1,,23,0,0,0,0
32075050,0,64,4,0,,0,39,1,16,0,0,3,0,0,7,1,0,1,0,1,0,4,0,0,0,7,11,28,15,0,
32060060,0,0,5,2,0,13,30,8,12,0,0,0,0,5,0,0,0,0,0,5,0,37,17,0,3,15,27,33,60,0,0
21250450,0,0,3,22,33,0,0,0,14,4,0,0,0,0,0,0,0,0,12,3,0,0,5,0,0,45,0,0,0,0,0
21250070,0,1,0,24,17,,,1,19,0,0,0,0,0,0,0,0,13,0,40,0,0,5,9,0,26,0,0,0,,2
21160030,0,39,0,8,10,6,50,3,0,1,0,0,0,0,0,0,0,0,5,0,6,40,0,0,0,0,4,0,0,0,0
21235010,0,0.2,0,1.2,3.2,0,0,0,3.5,0.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0
21165010,11,3,1.7,0,11.5,34.5,60.4,3.4,0,7,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,8,4,0,0,0
22060070,0,0,6,0,11.5,11.4,0,0,25.4,2.9,0,0,0,0,0,0,0,5.4,2.9,1.4,0,0,0,9.7,0,0,2,0,0,0,1
21245010,0,5,1,20.3,10,27,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7.2,10,0,26.2,0,0,0,0,4
21250500,0,7,0,49,51,0,0,32,13,0,8,25,0,0,0,0,0,61,0,11,39,0,11,0,0,29,0,0,0,26,3
21245140,0,1.3,0,1.6,5,0,0,24.5,28.1,7.5,0,35.3,0,0,0,0,0,0.2,3.6,0,8,0.1,16,5.6,0,35,1.6,0,0,0.1,17.3
23025040,12,0,0,83,135,9.7,0,3.2,38.3,3.2,0,4.5,0,0,0,0,0,0,56.5,21,30,6.6,0,0,0,19.5,0,0,0,3.2,1
21210240,0,2,0,39,7,0,2,2,0,42,0,0,0,0,0,0,0,0,17,0,5,27,13,11,0,23,0,0,0,0,5
21255090,0,0,1.2,63.9,79.4,1.6,0,1.2,12.5,0.8,0,0,0,0,0,0,0,8.7,8.5,17.2,0,1.8,1.1,0,0.5,42.8,0.5,0,0,0.5,0.9
22050060,0,2,1,2,3,2,3,2,6,1,0,100.1,1,1,0,0,0,0,0,1,2,6,2,0,2,1,3,6,0,0,3
21210020,0,7,,10,13,2,0,10,3,2,0,12,0,0,0,0,0,5,,5,5,1,3,0,0,6,5,9,0,0,1.4
23050080,0,0,0,45.2,16.9,25,27,8.7,4.2,7.5,0,0,0,0,0,0,2.8,59.4,5.5,13.4,84.1,0,0,0,3.5,0,11.8,0,0,2.4,2.3
23020100,32.8,0,0,98.5,135.6,2.2,0,0,44.3,0,0,0,0,0,0,0,0,0,131.5,22.7,38.5,3.9,0,0,0,0,25.1,0,0,2.5,7.8
21255170,0,5,0,0,13,3,12,14,13,0,0,23,0,0,0,0,0,0,0,0,12,0,0,0,5,13,0,6,0,1,9
21215080,,,,,,,,,1.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0.3
21185080,0,0,0,0,22,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,71,2,0,0,0,2
21210230,0,0,0,6.6,5,0,0.5,1.1,0,15.7,0,0,0,0,0,0,0,0,13.9,0,6.9,41,1.1,2.1,0,22.3,0,0,0,0,4.3
22050040,0,26.4,0,0,4.5,0,40.9,11.8,29.4,4.8,0,0,0,0,0,0,0,0,70.8,4.8,0,1.8,4,1.7,0,0.5,0,0,0,0,0
21130010,2,0,9,0,15,16,21,2,23,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0.3,0,1,3,0,0,0,0
22045010,0,6.5,2.6,2.8,7.5,0.8,9.1,7.3,42.5,11.5,0,0,0,0,0,0,0,0,15.2,0,0,0,8.6,5.4,0,0,0,0,0,0,
22065040,8.2,31.5,4.7,2,4.2,0,0,12.5,28.8,0,1.2,1.4,0,0,0,0,0,3,,0,4.2,2.2,14.2,17.4,0,15.4,0,1,0,0,3.5
22050030,0,0,0,0,18.6,15.2,1,0,30.4,11.7,0,0,0,0,0,0,0,0,1.3,7.9,0,0,10.3,17.8,0,0,0,0,0,0,0
22020030,1,35,1.1,6.5,0.2,26.4,32.4,2.7,45.2,4.3,6,2.5,0,0,0,0,0,0,7.5,1,39.5,22,6.5,2.5,1.1,0,3.7,0,0,0,13
22070010,2.8,5.1,0.6,0,8.5,4.7,0.8,14.7,7.2,5.3,0,14,1.5,0,0,0,0,1.6,8.5,0,1.7,13,1,9.5,0.3,3.2,1.1,0,0,1.1,16.7
23055040,28,0.5,11,130.4,16,8.5,57,9.5,22.2,0,,,,17,0,103.8,104.6,60.5,13.4,31.5,72,11.6,3.5,0,0,2.6,0.5,0,0,3.2,19.4
21135020,0.5,0,0,0,13.3,11,0,0,32,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0
21190290,0,8,0,0,12,0,2,1,0,28,0,0,0,0,0,0,0,0,13,0,0,18,0,0,0,0,1,0,0,0,0
21230090,0,0,19.7,40,51.7,0,0,9.1,7,18.3,0,0,0,0,0,0,0,0,0,3.2,0,19,0,0,0,3.4,0,0,0,1.1,1.5
21255120,0,0,0,6.3,9,0,22,7,26.6,3,0,18,0,0,0,0,0,29.5,0,27.3,21,3.3,17.4,0,17.2,16,0,0,0,3.8,0
22020050,4,48,5,0,3,0,18,10,30,16,0,3,0,0,0,0,0,0,18,0,0,10,30,9,0,0,0,0,0,0,0
22050090,0,0,25,0,29,11,1,0,26,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22055020,26.3,50.2,4.3,0,2,0,33.2,7.9,44.7,8.6,0,1.9,0,0,0,0,0,0,,3.8,0.5,1.4,27.3,6.5,2,0,0,0,0,0,1.4
23050230,3,4,0,27,4,1,13,6,27,3,0,0,0,0,0,13,1,36,2,17,31,0,15,0,7,51,2,0,0,12,12
23050100,2.2,21.4,0,38.2,3.5,0,3.3,1.8,25.2,0,0,3.5,0,0,0,0.8,0,1,3.1,25.2,34.4,0,6,1.5,1.2,4,31.9,0,0,5.9,4.7
21185030,0,0,3.6,1.6,34.4,18.4,0.4,0,4.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35.8,0,6.6,0,0,0
23060150,0,0,0,19,22.2,0,4.7,3.5,25.6,0,0,25.7,0,0,0,0,0,7.2,5.9,93.7,2.7,0,2.5,0,0,0,31.1,0,0,19.6,4.5
21160040,0,0,20,0,0,6,58,4,27,7,0,0,0,0,0,0,0,0,12,0,0,33,0,0,0,0,0,5,0,0,0
