CODIGO,date,value
35190070,2025-04-30,42.2
24035250,2025-04-30,0
35210010,2025-04-30,13
35085020,2025-04-30,0
35195050,2025-04-30,18.5
35190030,2025-04-30,0
24035020,2025-04-30,0
35075030,2025-04-30,0
21010140,2025-04-30,3
21020050,2025-04-30,3
21060070,2025-04-30,0
21110040,2025-04-30,9
21050140,2025-04-30,0
44045020,2025-04-30,12
21135030,2025-04-30,0
21145040,2025-04-30,4
21110330,2025-04-30,0
21110070,2025-04-30,
21110180,2025-04-30,0
44040020,2025-04-30,0
21140080,2025-04-30,10
21060090,2025-04-30,0
21050170,2025-04-30,
21080080,2025-04-30,0
21080070,2025-04-30,2
44045010,2025-04-30,11.3
44030060,2025-04-30,10
21010050,2025-04-30,0
21040050,2025-04-30,0
21050090,2025-04-30,1
21050290,2025-04-30,0
21010110,2025-04-30,2
21055030,2025-04-30,7
21030080,2025-04-30,0
21020040,2025-04-30,0
21080030,2025-04-30,0
21090020,2025-04-30,0
21030090,2025-04-30,4
21010190,2025-04-30,0
21015030,2025-04-30,5
21115100,2025-04-30,3.6
44135010,2025-04-30,0
21010160,2025-04-30,5
21060080,2025-04-30,0
21065040,2025-04-30,7.4
21040030,2025-04-30,0
21010040,2025-04-30,0
21145080,2025-04-30,0.8
21110460,2025-04-30,1
21110160,2025-04-30,3
21110440,2025-04-30,7
21040020,2025-04-30,0
21130110,2025-04-30,3
21010230,2025-04-30,12
21110400,2025-04-30,2.2
21140120,2025-04-30,3
21060100,2025-04-30,0
21025030,2025-04-30,
26205080,2025-04-30,18
26210090,2025-04-30,22.6
27010870,2025-04-30,8.2
23085080,2025-04-30,
27010820,2025-04-30,120
27011120,2025-04-30,15
26175030,2025-04-30,11
26170150,2025-04-30,3
26220110,2025-04-30,30
23080640,2025-04-30,5
27010810,2025-04-30,14
27015090,2025-04-30,25
27020190,2025-04-30,0
23085110,2025-04-30,0
26240160,2025-04-30,
27011270,2025-04-30,10.5
11075020,2025-04-30,22
12015020,2025-04-30,23
23080650,2025-04-30,17
25020420,2025-04-30,14
26160090,2025-04-30,3
11010010,2025-04-30,28.6
26230010,2025-04-30,2
26230240,2025-04-30,18.3
27010830,2025-04-30,22
23080740,2025-04-30,0
23080760,2025-04-30,6
26180180,2025-04-30,10
26210080,2025-04-30,21
27010800,2025-04-30,27
26195020,2025-04-30,3.8
23085140,2025-04-30,2
26230140,2025-04-30,9.5
23085030,2025-04-30,48.6
26180160,2025-04-30,6.5
26230200,2025-04-30,16.5
11110020,2025-04-30,6.2
11110010,2025-04-30,17
26220090,2025-04-30,5
26240170,2025-04-30,20
26210140,2025-04-30,19
27010900,2025-04-30,50
26240100,2025-04-30,2
26170190,2025-04-30,6.3
25020530,2025-04-30,0
26200150,2025-04-30,5
26185020,2025-04-30,9.5
27020210,2025-04-30,6
26175040,2025-04-30,0
26160080,2025-04-30,0
12010120,2025-04-30,
27020220,2025-04-30,18.2
26230110,2025-04-30,11
26180220,2025-04-30,0.4
26190090,2025-04-30,0
26240150,2025-04-30,5
26250030,2025-04-30,9
27015260,2025-04-30,0.1
27040040,2025-04-30,13
12020010,2025-04-30,0
25021480,2025-04-30,0
26200130,2025-04-30,21.4
23080390,2025-04-30,36
35180030,2025-04-30,0
35095110,2025-04-30,0
35025110,2025-04-30,0
31015010,2025-04-30,0
35010010,2025-04-30,0
35030380,2025-04-30,0.5
35010020,2025-04-30,0
32155010,2025-04-30,0
35100020,2025-04-30,0
35030090,2025-04-30,18
35010090,2025-04-30,0
35010070,2025-04-30,1
32035010,2025-04-30,2
32060030,2025-04-30,0
35045020,2025-04-30,1
35020010,2025-04-30,0
35090110,2025-04-30,0
31095030,2025-04-30,10
32070060,2025-04-30,0
35020060,2025-04-30,0
32070120,2025-04-30,0
32070100,2025-04-30,0
35050010,2025-04-30,0
3502500006,2025-04-30,0
32080010,2025-04-30,0
35030010,2025-04-30,
32060100,2025-04-30,25
35030290,2025-04-30,25
42070030,2025-04-30,0
35020020,2025-04-30,0
35125010,2025-04-30,0
35030370,2025-04-30,0
33055010,2025-04-30,0
32070040,2025-04-30,0
35225030,2025-04-30,0
35105050,2025-04-30,0
32075050,2025-04-30,3
32060060,2025-04-30,0
21250450,2025-04-30,0
21255080,2025-04-30,0
21250070,2025-04-30,0
21160030,2025-04-30,15
21235010,2025-04-30,1.2
21165010,2025-04-30,0.7
22060070,2025-04-30,5.4
21245010,2025-04-30,
21250500,2025-04-30,4
21245140,2025-04-30,1
23025040,2025-04-30,0
21210240,2025-04-30,0
21255090,2025-04-30,0.5
22050060,2025-04-30,3
23050080,2025-04-30,0
23020100,2025-04-30,0
21255170,2025-04-30,0
21185080,2025-04-30,4
21210230,2025-04-30,1.6
22050040,2025-04-30,3.4
21130010,2025-04-30,2
22065040,2025-04-30,3.2
22050030,2025-04-30,12.7
22020030,2025-04-30,3.3
22070010,2025-04-30,5.8
23055040,2025-04-30,0
21135020,2025-04-30,0
21190290,2025-04-30,110
21230090,2025-04-30,0
21255120,2025-04-30,0
22020050,2025-04-30,1
22050090,2025-04-30,8
22055020,2025-04-30,0.7
23050230,2025-04-30,2
23050100,2025-04-30,0
21185030,2025-04-30,8.4
23060150,2025-04-30,0
21160040,2025-04-30,18
2125500032,2025-04-30,0
26075080,2025-04-30,4.5
26080310,2025-04-30,37
26145020,2025-04-30,2.5
26080280,2025-04-30,70
26090630,2025-04-30,10
26095320,2025-04-30,6.9
26020250,2025-04-30,14
26010020,2025-04-30,4.2
54025010,2025-04-30,
26120160,2025-04-30,0
26020470,2025-04-30,
26105140,2025-04-30,16
26055120,2025-04-30,59.6
26140180,2025-04-30,15
26140090,2025-04-30,7
26155170,2025-04-30,4.2
26070760,2025-04-30,0
26025070,2025-04-30,
26130560,2025-04-30,19.1
26050060,2025-04-30,38
26145030,2025-04-30,5
26030050,2025-04-30,3.5
26010030,2025-04-30,8
26025100,2025-04-30,5
53100040,2025-04-30,0
26150060,2025-04-30,3.1
26080070,2025-04-30,0
26100830,2025-04-30,0
26135100,2025-04-30,43
26075010,2025-04-30,6.5
54020060,2025-04-30,29
26025090,2025-04-30,12.5
26025110,2025-04-30,24.8
26060020,2025-04-30,0
53110130,2025-04-30,23.2
26090060,2025-04-30,10
26100770,2025-04-30,3
26100780,2025-04-30,0
26110040,2025-04-30,0
26110150,2025-04-30,0
26110230,2025-04-30,1
26020130,2025-04-30,0
26120150,2025-04-30,14
26120170,2025-04-30,3
26125130,2025-04-30,0
26130020,2025-04-30,10.4
26130170,2025-04-30,8.9
26135160,2025-04-30,13
26150160,2025-04-30,6
26160100,2025-04-30,4
26170290,2025-04-30,0
54010010,2025-04-30,40
54020010,2025-04-30,21
26120120,2025-04-30,0.5
54030020,2025-04-30,3
52010060,2025-04-30,0
51025090,2025-04-30,42.4
51020040,2025-04-30,7
52045010,2025-04-30,0
44015060,2025-04-30,15.5
52055220,2025-04-30,0.1
52020020,2025-04-30,0
44010110,2025-04-30,14.3
52050120,2025-04-30,0
52030090,2025-04-30,0
52040060,2025-04-30,0
52050110,2025-04-30,3
47015040,2025-04-30,0
52065020,2025-04-30,8
52055030,2025-04-30,1.8
53020010,2025-04-30,45
53010020,2025-04-30,5
44015030,2025-04-30,1
52055210,2025-04-30,0.2
47045010,2025-04-30,32
52045030,2025-04-30,5.6
52025090,2025-04-30,8.6
52025020,2025-04-30,1.1
52040160,2025-04-30,17.2
52045040,2025-04-30,19.8
52040040,2025-04-30,1.8
47010150,2025-04-30,3
44010090,2025-04-30,3
47010050,2025-04-30,9.7
52025080,2025-04-30,10.2
44010030,2025-04-30,11.4
47010220,2025-04-30,21
52030060,2025-04-30,1.6
52030030,2025-04-30,12.6
52010180,2025-04-30,29
47020020,2025-04-30,133
52050060,2025-04-30,0
52010040,2025-04-30,12.5
47010030,2025-04-30,82
47010230,2025-04-30,7.4
47010090,2025-04-30,5
47020010,2025-04-30,16
52010160,2025-04-30,24.9
47010180,2025-04-30,4.2
47010110,2025-04-30,12
52010050,2025-04-30,35.4
52040050,2025-04-30,7.1
47015100,2025-04-30,0.8
53050020,2025-04-30,67
53060020,2025-04-30,63
47060010,2025-04-30,19
47010020,2025-04-30,3.8
53070050,2025-04-30,105
52020010,2025-04-30,35
52050090,2025-04-30,0
52055090,2025-04-30,0.2
52050080,2025-04-30,0
52050140,2025-04-30,3.2
52055060,2025-04-30,15.7
52050130,2025-04-30,2.8
52010030,2025-04-30,3.8
52080010,2025-04-30,7.4
51020010,2025-04-30,51
52070010,2025-04-30,65
52050010,2025-04-30,11.5
52035040,2025-04-30,10.4
52050040,2025-04-30,20
52060040,2025-04-30,21.1
52050050,2025-04-30,4.9
52050100,2025-04-30,0
52090010,2025-04-30,99
52020070,2025-04-30,0.4
52050020,2025-04-30,16
52020050,2025-04-30,10.8
53070030,2025-04-30,58
52045080,2025-04-30,0.4
47015080,2025-04-30,2.2
52010020,2025-04-30,41
52070030,2025-04-30,11
52020190,2025-04-30,0
52045090,2025-04-30,
44010100,2025-04-30,3.1
52040070,2025-04-30,3.7
52010140,2025-04-30,1.8
52015010,2025-04-30,10.9
52045070,2025-04-30,0.2
47015070,2025-04-30,0
52050190,2025-04-30,1.4
52055200,2025-04-30,8.3
52025060,2025-04-30,6
35020280,2025-04-30,1.5
47075010,2025-04-30,4.2
35060120,2025-04-30,0.5
35067130,2025-04-30,0
21205980,2025-04-30,0
21205720,2025-04-30,0
24010170,2025-04-30,0
35020300,2025-04-30,0
24015120,2025-04-30,0
21195120,2025-04-30,7.3
21205740,2025-04-30,0
21195060,2025-04-30,0
23060190,2025-04-30,0
23065110,2025-04-30,41
21230120,2025-04-30,0
35020290,2025-04-30,0.9
21205420,2025-04-30,0
21206020,2025-04-30,5
21206280,2025-04-30,0
23060260,2025-04-30,1.7
2401500040,2025-04-30,0
24010070,2025-04-30,0
21205660,2025-04-30,4.6
23120240,2025-04-30,0
21201550,2025-04-30,0
21205920,2025-04-30,3
23060200,2025-04-30,14.6
24011060,2025-04-30,0
21205960,2025-04-30,4.9
21205940,2025-04-30,0.4
21206260,2025-04-30,
21190310,2025-04-30,8.4
21206060,2025-04-30,0
35025060,2025-04-30,0
21205700,2025-04-30,0
21201640,2025-04-30,0
21201240,2025-04-30,0.1
21206650,2025-04-30,0
21201920,2025-04-30,1.8
35060180,2025-04-30,1.1
21200160,2025-04-30,0.8
21201630,2025-04-30,0
21206600,2025-04-30,0
21190030,2025-04-30,0.7
21195190,2025-04-30,0.9
21200620,2025-04-30,0
21190270,2025-04-30,2.1
21202160,2025-04-30,15.7
21190350,2025-04-30,0.2
21205910,2025-04-30,3
23060370,2025-04-30,0
